title,author,first_publish_year,rating,author_encoded
"Korolʹ, dama, valet",Vladimir Nabokov,1928,4.0,13
The Citadel,A. J. Cronin,1937,5.0,5
Captain Blood,Rafael Sabatini,1922,4.0,5
Amelia Bedelia,Peggy Parish,1963,5.0,5
Allegiant,Veronica Roth,2001,5.0,4
Mystery Ranch,Gertrude Chandler Warner,1958,5.0,15
Chrysanthemum,Kevin Henkes,1991,4.0,7
Surprise Island,Gertrude Chandler Warner,1949,5.0,15
En man som heter Ove,Fredrik Backman,2012,4.0,1
The Things They Carried,Tim O'Brien,1990,4.14,2
Therese Raquin,Émile Zola,1900,4.0,14
Gathering Blue,Lois Lowry,2000,5.0,7
The Indian in the Cupboard,Lynne Reid Banks,1980,5.0,4
Ella Enchanted,Gail Carson Levine,1997,4.0,4
Captain Underpants and the Preposterous Plight of the Purple Potty People,Dav Pilkey,2006,5.0,22
The Black Stallion,Walter Farley,1941,4.0,2
The Legend of the Seventh Virgin,Eleanor Alice Burford Hibbert,1964,5.0,7
Naruto,Masashi Kishimoto,2003,5.0,2
A pocket for Corduroy,Don Freeman,1978,4.0,2
La carta esférica,Arturo Pérez-Reverte,2000,4.0,14
Without Remorse,Tom Clancy,1993,5.0,12
Love,Toni Morrison,1999,5.0,10
V for Vendetta,Alan Moore,1988,4.26,4
Monk's Hood,Edith Pargeter,1980,4.0,14
The Minpins,Roald Dahl,1991,5.0,22
Larry's Party,Carol Shields,1997,4.0,5
The Virgin Suicides (Bloomsbury Classic),Jeffrey Eugenides,1993,4.0,3
Jamberry,Bruce Degen,1982,4.0,1
Kristy's Great Idea,Ann M. Martin,1986,4.0,7
Kirkland Revels,Victoria Holt,1962,5.0,23
All Hallows' Eve,Charles Williams,1945,4.0,1
Naruto 5,Masashi Kishimoto,2003,5.0,2
Pedro Páramo,Juan Rulfo,1955,5.0,1
Cryptonomicon,Neal Stephenson,1999,4.23,8
The tale of Johnny Town-Mouse,Beatrix Potter,1900,4.0,21
Speak,Laurie Halse Anderson,1999,4.05,1
Garden of Shadows,V. C. Andrews,1987,5.0,25
"England, my England",David Herbert Lawrence,1915,4.0,12
Enter a Murderer (Roderick Alleyn #2),Ngaio Marsh,1935,4.0,22
"Captain Jinks, hero",Ernest Howard Crosby,1902,5.0,1
The Go-Between,L. P. Hartley,1953,4.0,1
The standard edition of the complete psychological works of Sigmund Freud,Sigmund Freud,1900,5.0,1
The Long Goodbye,Raymond Chandler,1953,4.0,7
The Well of Ascension,Brandon Sanderson,2007,5.0,13
Starring Sally J. Freedman as Herself,Judy Blume,1977,5.0,17
"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,1998,4.0,11
Sole Survivor,Dean Koontz,1977,4.0,48
The Last Unicorn,Peter S. Beagle,1968,4.0,1
Les Amities Particulaires,Roger Peyrefitte,1945,5.0,1
Red Storm Rising,Tom Clancy,1983,5.0,12
"Final Diagnosis, The",Arthur Hailey,1959,5.0,9
How to train your dragon,Cressida Cowell,2003,5.0,5
Franny and Zooey,J. D. Salinger,1961,3.96,4
El hacedor,Jorge Luis Borges,1960,5.0,5
Obélix et Compagnie,René Goscinny,1976,5.0,17
Crossroads of Twilight,Robert Jordan,1995,5.0,15
Enquiry,Dick Francis,1969,4.0,24
The Fires of Heaven,Robert Jordan,1993,4.0,15
Appointment in Samarra,John O'Hara,1934,4.0,2
Simon the Coldheart (Beauvallet Dynasty #1),Georgette Heyer,1925,5.0,23
The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,1930,4.0,13
Lanark,Alasdair Gray,1981,5.0,2
Weg zurück,Erich Maria Remarque,1931,5.0,11
Die Ermittlung,Peter Weiss,1965,5.0,1
The three stigmata of Palmer Eldritch,Philip K. Dick,1965,5.0,18
Sometimes a Great Notion,Ken Kesey,1964,5.0,2
The pie and the patty-pan,Beatrix Potter,1900,4.0,21
I Will Fear No Evil,Robert A. Heinlein,1960,4.0,28
Lightning,Dean Koontz,1986,5.0,48
The Comedians,Graham Greene,1965,4.0,20
La Romana,Alberto Moravia,1947,5.0,5
Pnin,Vladimir Nabokov,1957,4.0,13
The fountains of paradise,Arthur C. Clarke,1978,4.0,12
The Chorus Girl and Other Stories [12 stories],Антон Павлович Чехов,1920,4.0,13
Seize the Night,Dean Koontz,1998,5.0,48
The Devil on Horseback,Victoria Holt,1977,4.0,23
The ragged trousered philanthropists,Robert Tressell,1914,5.0,1
The Masque of the Red Death,Edgar Allan Poe,1922,4.0,14
Querelle de Brest,Jean Genet,1953,4.0,4
To have and have not,Ernest Hemingway,1937,4.0,13
The Man Within,Graham Greene,1929,5.0,20
Mannen på balkongen,Maj Sjöwall,1968,4.0,10
Who Moved My Cheese?,Spencer Johnson,1998,4.0,1
Double Fudge,Judy Blume,2001,5.0,17
The One and Only Ivan,Katherine Applegate,2011,5.0,9
George's Secret Key to the Universe,Stephen Hawking,1998,5.0,1
The Winter of Our Discontent,John Steinbeck,1961,4.0,18
Pippi Langstrump i Söderhavet,Astrid Lindgren,1957,5.0,9
Don't Let the Pigeon Drive the Bus!,Mo Willems,2003,5.0,1
Do you want to be my friend?,Eric Carle,1971,5.0,16
She Came to Stay,Simone de Beauvoir,1943,5.0,4
Sukippu bīto,Yoshiki Nakamura,2002,5.0,1
"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, part 2",Dav Pilkey,2002,5.0,22
The Pinballs,Betsy Cromer Byars,1977,4.0,5
Moving Mars,Greg Bear,1993,5.0,14
El Juego del Ángel,Carlos Ruiz Zafón,2008,5.0,8
The pilgrim of hate,Edith Pargeter,1984,5.0,14
The Woods,Harlan Coben,2007,4.0,16
The Yiddish Policemen's Union,Michael Chabon,2006,5.0,7
Sentiero dei nidi di ragno,Italo Calvino,1947,5.0,8
"Mio, min Mio",Astrid Lindgren,1956,5.0,9
Jugend ohne Gott,Ödön von Horváth,1938,5.0,1
Pippi Långstrump går ombord,Astrid Lindgren,1946,5.0,9
"East Wind, West Wind",Pearl S. Buck,1930,5.0,14
Death and the Dancing Footman,Ngaio Marsh,1941,5.0,22
Died in the Wool,Ngaio Marsh,1945,4.0,22
No Time for Goodbye,Linwood Barclay,2007,4.0,4
Lord of the Far Island,Eleanor Alice Burford Hibbert,1975,5.0,7
The True Story of the Three Little Pigs,Lane Smith,1989,4.0,1
The Alibi,Sandra Brown,1999,5.0,43
Beauvallet (Beauvallet Dynasty #2),Georgette Heyer,1930,4.0,23
Assignment in Brittany,Helen MacInnes,1941,5.0,7
"Beet Queen,the",Louise Erdrich,1986,5.0,5
Cyclops,Clive Cussler,1986,4.0,35
The Tiger Who Came to Tea,Judith Kerr,1968,5.0,4
Epitaph for a Spy,Eric Ambler,1938,4.0,10
Whiteout,Ken Follett,2004,5.0,20
The Convenient Marriage,Georgette Heyer,1934,5.0,23
The spiffiest giant in town,Julia Donaldson,2001,5.0,14
Priglashenie na kaznʹ,Vladimir Nabokov,1938,4.0,13
Das Lied von Bernadette,Franz Werfel,1941,4.0,2
The plumed serpent,David Herbert Lawrence,1926,5.0,12
Across Five Aprils,Irene Hunt,1964,5.0,2
Spencerville,Nelson De Mille,1994,5.0,16
Gormenghast,Mervyn Peake,1950,5.0,1
Show boat,Edna Ferber,1926,4.0,4
Temple of the Winds,Terry Goodkind,1997,5.0,12
The switch,Sandra Brown,2000,5.0,43
Fifth business,Robertson Davies,1970,5.0,6
Silver Wedding / The Lilac Bus,Maeve Binchy,1905,4.0,19
Sharpe's Tiger,Bernard Cornwell,1997,5.0,27
Sharpe's Triumph,Bernard Cornwell,1998,5.0,27
"Look Homeward, Angel",Thomas Wolfe,1929,5.0,1
The Long Dark Tea-Time of the Soul,Douglas Adams,1988,5.0,8
Illusions,Richard Bach,1977,5.0,2
The Husband,Dean Koontz,2006,5.0,48
Suzanne's diary for Nicholas,James Patterson,2001,5.0,101
Standoff,Sandra Brown,2000,4.0,43
Star Wars - Thrawn Trilogy - Heir to the Empire,Timothy Zahn,1991,4.0,3
The House of Dies Drear,Virginia Hamilton,1968,5.0,2
The Code of the Woosters,P. G. Wodehouse,1938,5.0,32
Exclusive,Sandra Brown,1996,5.0,43
Cold Fire,Dean Koontz,1991,4.0,48
Dark Rivers of the Heart,Dean Koontz,1993,5.0,48
El maestro de esgrima,Arturo Pérez-Reverte,1988,5.0,14
Double Cross,James Patterson,2000,4.0,101
Lust for life,Irving Stone,1934,5.0,1
Jazz,Toni Morrison,1992,5.0,10
Saving the World and Other Extreme Sports,James Patterson,1998,5.0,101
Dragons of Spring Dawning,Margaret Weis,1900,4.0,8
The tower treasure,Franklin W. Dixon,1927,5.0,10
Firefly Lane,Kristin Hannah,2008,5.0,7
Hold Tight,Harlan Coben,2008,4.0,16
Greenwitch (The Dark Is Rising #3),Susan Cooper,1974,4.0,7
The Haunted Mask,Robert Lawrence Stine,1993,5.0,33
The Girl on the Train,Paula Hawkins,2014,3.96,2
It Ends With Us,Colleen Hoover,2012,5.0,1
The Ipcress File,Len Deighton,1962,4.0,9
Second Form at Malory Towers,Enid Blyton,1941,5.0,38
The Moon-Spinners,Mary Stewart,1962,4.0,16
Het Diner,Herman Koch,2009,4.0,1
Abhorsen,Garth Nix,2003,4.0,5
A Man Lay Dead,Ngaio Marsh,1934,4.0,22
The Ivy Tree,Mary Stewart,1961,5.0,16
Metro 2033,Dmitry Glukhovsky,2007,5.0,1
A squash and a squeeze,Julia Donaldson,1993,5.0,14
Whitethorn Woods,Maeve Binchy,2006,4.0,19
Messenger (The Giver #3),Lois Lowry,2004,5.0,7
Trollvinter,Tove Jansson,1958,4.0,9
Private Peaceful,Michael Morpurgo,1962,4.0,7
The Saint in New York,Leslie Charteris,1934,4.0,1
Daughter of Smoke and Bone,Laini Taylor,2001,4.0,3
Dead Man's Ransom,Edith Pargeter,1984,5.0,14
The tale of Ginger & Pickles,Beatrix Potter,1909,4.0,21
Green for danger,Christianna Brand,1944,5.0,2
Ender's Shadow,Orson Scott Card,1999,5.0,16
The Eagle of the Ninth. 1400 Grundwörter.,Rosemary Sutcliff,1954,5.0,4
Time Crime,H. Beam Piper,2006,4.0,4
The Black Cat,Edgar Allan Poe,1951,5.0,14
Murder in the Mews,Agatha Christie,1955,4.0,85
Franklin in the Dark (Franklin),Paulette Bourgeois,1948,4.0,14
Out of Time's Abyss,Edgar Rice Burroughs,1963,5.0,30
Rubyfruit Jungle,Rita Mae Brown,1973,5.0,1
Ruby,V. C. Andrews,1900,4.0,25
A Fine Balance,Rohinton Mistry,1995,4.38,2
Scruples,Judith Krantz,1978,4.0,1
For One More Day,Mitch Albom,2006,5.0,5
Chesapeake Blue,Nora Roberts,2002,5.0,89
Beyond the Deepwoods,Paul Stewart,1998,5.0,5
A tangled web,Lucy Maud Montgomery,1931,4.0,12
"Twelve stories, and a dream",H. G. Wells,1903,5.0,24
"New Spring (The Wheel of Time, Book 0)",Robert Jordan,2004,5.0,15
"Giù le zampe, faccia di fontina!",Elisabetta Dami,2000,5.0,33
Un Disparatado Viaje A Ratikistan,Elisabetta Dami,2000,5.0,33
La Sonrisa De Mona Ratisa,Elisabetta Dami,1999,4.0,33
A Clergyman's Daughter,George Orwell,1935,4.0,10
Soldados de Salamina,Javier Cercas,2001,4.0,1
Elantris,Brandon Sanderson,2005,4.0,13
The Levanter,Eric Ambler,1972,4.0,10
The Magus,John Fowles,1965,4.05,4
The Shadow Rising,Robert Jordan,1992,5.0,15
All Passion Spent,Vita Sackville-West,1931,5.0,2
Housekeeping,Marilynne Robinson,1980,4.0,4
H.M.S. Surprise,Patrick O'Brian,1973,5.0,21
Island,Aldous Huxley,1962,5.0,10
La Storia,Elsa Morante,1974,4.0,3
Den skrattande polisen,Maj Sjöwall,1968,5.0,10
The acts of King Arthur and his noble knights,John Steinbeck,1976,4.0,18
Sanders of the river,Edgar Wallace,1900,5.0,5
Coming Up for Air,George Orwell,1939,4.0,10
Den femte kvinnan,Henning Mankell,1996,4.0,16
Hundarna i Riga,Henning Mankell,1992,4.0,16
Roadwork,Stephen King,1981,5.0,70
Sofies verden,Jostein Gaarder,1991,4.0,2
Angelina Ballerina,Katharine Holabird,1983,4.0,4
Imperial Woman,Pearl S. Buck,1955,5.0,14
Tiger Eyes,Judy Blume,1981,5.0,17
"The Surgeon (Jane Rizzoli, Book 1)",Tess Gerritsen,2001,5.0,3
Strider,Beverly Cleary,1989,5.0,24
Lyddie,Katherine Paterson,1991,5.0,4
Avgust chetyrnadt︠s︡atogo,Александр Исаевич Солженицын,1971,4.0,4
La chamade,Françoise Sagan,1965,4.0,3
La vérité sur l'affaire Harry Quebert,Joël Dicker,2012,5.0,1
Beach Road,James Patterson,2006,5.0,101
Plague Ship,Andre Norton,1956,4.0,8
The Quickie,James Patterson,2007,5.0,101
The Long Valley,John Steinbeck,1938,5.0,18
Jacques le fataliste et son maître,Denis Diderot,1946,5.0,2
Deenie,Judy Blume,1973,5.0,17
Pop goes the weasel,James Patterson,1999,5.0,101
Clifford the Big Red Dog,Norman Bridwell,1963,5.0,1
Dust tracks on a road,Zora Neale Hurston,1942,4.0,2
False memory,Dean Koontz,1999,5.0,48
Le temple du soleil,Hergé,1961,4.0,20
The Angel Experiment,James Patterson,2001,5.0,101
Memorial de Aires (Classicos Da Literatura Brasileira),Joaquim Maria Machado de Assis,1908,5.0,4
The ruling passion,Henry van Dyke,1901,4.0,3
Nation,Terry Pratchett,1998,5.0,54
Nineteen Minutes,Jodi Picoult,2006,4.17,2
Mouse Tales,Arnold Lobel,1972,5.0,9
"Mary Olivier, a life",May Sinclair,1919,4.0,2
Mariel of Redwall,Brian Jacques,1991,5.0,15
Six of Crows,Leigh Bardugo,2001,5.0,6
Millions of cats,Wanda Gág,1928,4.0,2
Magic Kingdom For Sale/Sold!,Terry Brooks,1984,4.0,14
2061,Arthur C. Clarke,1987,5.0,12
The tiger in the well,Philip Pullman,1990,5.0,13
The Magician's Elephant,Kate DiCamillo,2001,5.0,6
By The Great Horn Spoon,Sid Fleischman,1963,5.0,3
Henry and the Clubhouse,Beverly Cleary,1962,5.0,24
Justin Morgan Had a Horse,Marguerite Henry,1945,4.0,3
The Door in the Wall,Marguerite de Angeli,1949,5.0,1
Liebe deinen Nächsten,Erich Maria Remarque,1940,4.0,11
The Executioner #30,Don Pendleton,1971,5.0,2
Powers,Brian Michael Bendis,2000,4.0,2
She and Allan,H. Rider Haggard,1921,5.0,14
The Adventures of Reddy Fox,Thornton W. Burgess,1913,5.0,1
Blood and Gold,Anne Rice,1998,5.0,23
Chamber Music,James Joyce,1907,4.0,6
Swords Against Wizardry,Fritz Leiber,1968,4.0,10
Dragons of Autumn Twilight,Margaret Weis,1984,5.0,8
Farlig midsommar,Tove Jansson,1955,5.0,9
An excellent mystery,Edith Pargeter,1985,5.0,14
Lasher,Anne Rice,1993,4.0,23
The nice and the good,Iris Murdoch,1967,4.0,9
Five on a Hike Together,Enid Blyton,1951,5.0,38
Dusty Answer,Rosamond Lehmann,1927,5.0,1
Vixen 03,Clive Cussler,1976,5.0,35
Transformers,Simon Furman,2003,5.0,1
The Buried Giant,Kazuo Ishiguro,1900,5.0,8
La piel del tambor,Arturo Pérez-Reverte,1995,4.0,14
Double indemnity,James M. Cain,1943,5.0,3
Four Blondes,Candace Bushnell,2000,5.0,7
Youngblood Hawke,Herman Wouk,1962,5.0,9
Opening night,Ngaio Marsh,1951,5.0,22
The Mauritius Command,Patrick O'Brian,1977,5.0,21
Miss Marple's Final Cases and Two Other Stories [8 stories],Agatha Christie,1979,4.0,85
"Pontifex, Son and Thorndyke",R. Austin Freeman,1931,5.0,8
The Pride of the Peacock,Victoria Holt,1976,5.0,23
Have You Seen My Cat?,Eric Carle,1973,5.0,16
The Fashion in Shrouds,Margery Allingham,1938,4.0,14
The Brief Wondrous Life of Oscar Wao,Junot Díaz,2007,3.89,2
"1, 2, 3 to the zoo",Eric Carle,1968,4.0,16
The Little Sister,Raymond Chandler,1949,4.0,7
The unexpected guest [adaptation],Charles Osborne,1999,5.0,2
Fragile Things,Neil Gaiman,2006,4.0,15
Q De Quien / Q Is for Quarry,Sue Grafton,2002,5.0,7
Only Time Will Tell,Jeffrey Archer,2011,4.0,24
Beasley's Christmas Party,Booth Tarkington,1909,5.0,5
The tale of Timmy Tiptoes,Beatrix Potter,1911,4.0,21
Scales of Justice,Ngaio Marsh,1955,5.0,22
The White Queen,Philippa Gregory,2009,5.0,2
Sadako and the Thousand Paper Cranes,Eleanor Coerr,1977,5.0,1
Los detectives salvajes,Roberto Bolaño,1998,4.0,3
Дуэль,Антон Павлович Чехов,1916,4.0,13
The Eyre Affair,Jasper Fforde,2001,5.0,4
"Behold, Here's Poison",Georgette Heyer,1936,5.0,23
The pilgrim's regress,C.S. Lewis,1933,5.0,14
The Vile Village,Lemony Snicket,2001,4.0,14
Close Range,Annie Proulx,1999,5.0,6
Wolf Solent,John Cowper Powys,1929,5.0,1
Arrival and Departure,Arthur Koestler,1943,4.0,2
This Rough Magic,Mary Stewart,1964,5.0,16
Passage of arms,Eric Ambler,1959,5.0,10
Room at the Top a Novel,John Braine,1957,5.0,1
The Lighthouse,P. D. James,2005,4.0,19
A Prayer for Owen Meany,John Irving,1989,4.24,3
Have Spacesuit--Will Travel,Robert A. Heinlein,1958,5.0,28
Circe,Madeline Miller,1900,4.23,2
Seven Gothic tales,Isak Dinesen,1934,4.0,1
Cross Bones (Temperance Brennan Novels),Kathy Reichs,1998,4.0,7
Breath of scandal,Sandra Brown,1991,5.0,43
Ultimate Spider-Man,Brian Michael Bendis,2001,5.0,2
Shalimar the Clown,Salman Rushdie,1998,4.0,11
Zeit zu leben und Zeit zu sterben,Erich Maria Remarque,1954,4.0,11
Immortal in death,Nora Roberts,1960,5.0,89
Thief of Time,Terry Pratchett,2001,4.0,54
Suite française,Irène Némirovsky,2004,4.0,1
A Colour of his own,Leo Lionni,1975,5.0,8
Heretics of Dune,Frank Herbert,1984,5.0,11
The Historian,Elizabeth Kostova,2005,3.8,1
At First Sight,Nicholas Sparks,2001,5.0,3
Murder being once done,Ruth Rendell,1972,5.0,18
London Bridges,James Patterson,2004,5.0,101
The Eyes of Darkness,Dean Koontz,1981,4.0,48
The Pale Horseman,Bernard Cornwell,2004,5.0,27
My Enemy the Queen,Victoria Holt,1978,5.0,23
The Glass Key,Dashiell Hammett,1931,4.0,5
Dogger,Shirley Hughes,1977,5.0,1
Dark Places,Gillian Flynn,2009,3.95,3
The Amulet of Samarkand,Jonathan Stroud,2003,5.0,5
Finders Keepers,Stephen King,2014,4.0,70
The Selection (The Selection #1),Kiera Cass,2012,5.0,4
Dog Man,Dav Pilkey,2015,5.0,22
"Polar bear, polar bear, what do you hear?",Bill Martin Jr.,1991,5.0,3
A House for Hermit Crab,Eric Carle,1987,4.0,16
Go Set A Watchman,Harper Lee,2015,5.0,3
The Waste Land,T. S. Eliot,1922,4.11,1
I Am the Messenger,Markus Zusak,2002,4.03,3
Clutch of constables,Ngaio Marsh,1968,4.0,22
Spawn,Todd McFarlane,1993,5.0,1
Mary Poppins comes back,P. L. Travers,1935,5.0,4
While the Billy Boils,Henry Lawson,1905,4.0,1
L'affaire Tournesol,Hergé,1960,5.0,20
The Path of Daggers,Robert Jordan,1998,4.0,15
A Chair for My Mother,Vera B. Williams,1982,5.0,1
Beau Geste,Percival Christopher Wren,1924,4.0,1
Drachenreiter,Cornelia Funke,2000,5.0,5
A Hora da Estrela,Clarice Lispector,1977,5.0,1
Advise and consent,Allen Drury,1959,5.0,1
The Art of Racing in the Rain,Garth Stein,2008,4.23,1
El misterio del ojo esmeralda (Lost Treasure of the Emerald Eye),Elisabetta Dami,2000,4.0,33
When We Were Orphans,Kazuo Ishiguro,2000,4.0,8
The End of the Summer,Rosamunde Pilcher,1971,4.0,12
Priest Kings of Gor,John Norman,1968,4.0,4
The Mallen streak,Catherine Cookson,1973,4.0,7
Captive of Gor,John Norman,1972,5.0,4
Best kept secrets,Sandra Brown,1989,4.0,43
Men Without Women,Ernest Hemingway,1927,4.0,13
The Bronze Bow,Elizabeth George Speare,1961,5.0,4
More Work for the Undertaker,Margery Allingham,1949,4.0,14
Winter's Heart,Robert Jordan,2000,4.0,15
Brida,Paulo Coelho,1990,5.0,5
Noisy Nora,Rosemary Wells,1973,4.0,1
Chapterhouse Dune,Frank Herbert,1985,4.0,11
Get Shorty,Elmore Leonard,1990,4.0,19
The Case of the Gilded Fly (Gervase Fen #1),Edmund Crispin,1944,4.0,6
The Naming of the Dead (An Inspector Rebus),Ian Rankin,2006,4.0,3
Lud-in-the-mist,Hope Mirrlees,1926,5.0,1
Otherwise Phyllis,Meredith Nicholson,1913,4.0,1
Miss Silver Comes to Stay,Patricia Wentworth,1949,4.0,6
The Horizon,Douglas Reeman,1993,5.0,4
Se una notte d'inverno un viaggiatore,Italo Calvino,1979,4.0,8
The Promise,Danielle Steel,1978,4.0,30
Memoria de mis putas tristes,Gabriel García Márquez,2004,4.0,13
The House With The Mezzanine and Other Stories [7 stories],Антон Павлович Чехов,1917,4.0,13
Dzienniki gwiazdowe,Stanisław Lem,1966,4.0,4
Obryv,Ivan Aleksandrovich Goncharov,1915,5.0,2
"Left hand, right hand!",Osbert Sitwell,1944,4.0,1
Drop Shot,Harlan Coben,1996,5.0,16
Howl's Moving Castle (Howl's Moving Castle #1),Diana Wynne Jones,1986,4.0,10
Taltos,Anne Rice,1994,5.0,23
A Kiss Before Dying,Ira Levin,1953,5.0,4
Dragonsdawn,Anne McCaffrey,1988,5.0,25
I Shall Wear Midnight,Terry Pratchett,2010,4.0,54
The edge,Dick Francis,1988,4.0,24
Knock down,Dick Francis,1974,5.0,24
The innocent,David Baldacci,2012,5.0,36
The Growing Pains of Adrian Mole,Sue Townsend,1984,5.0,3
Sharpe's Eagle,Bernard Cornwell,1981,5.0,27
Going Postal,Terry Pratchett,2004,5.0,54
Villospår,Henning Mankell,1995,5.0,16
The Sirens of Titan,Kurt Vonnegut,1959,4.15,11
I am the Cheese,Robert Cormier,1977,5.0,1
Swords and Deviltry,Fritz Leiber,1970,5.0,10
Quidditch Through the Ages,J. K. Rowling,2001,5.0,14
Starman Jones,Robert A. Heinlein,1953,4.0,28
Susannah's Garden,Debbie Macomber,2006,5.0,11
Henry James,Henry James,1930,5.0,17
Truckers,Terry Pratchett,1989,5.0,54
A bell for Adano,John Richard Hersey,1944,4.0,1
Clarissa Oakes (US title,Patrick O'Brian,1992,5.0,21
Novels (Emma / Lady Susan / Mansfield Park / Northanger Abbey / Persuasion / Pride and Prejudice / Sense and Sensibility),Jane Austen,1966,5.0,14
The Big Nowhere,James Ellroy,1988,5.0,9
Fox in Socks,Dr. Seuss,1965,5.0,16
Earth abides,George Rippey Stewart,1949,5.0,1
The Spire,William Golding,1964,4.0,6
Машенька (Mašenka),Vladimir Nabokov,1970,4.0,13
Night Watch,Terry Pratchett,2002,4.0,54
Mr. Murder,Dean Koontz,1993,5.0,48
أولاد حارتنا,نجيب محفوظ,1967,5.0,1
Voskresshie bogi,Dmitry Sergeyevich Merezhkovsky,1900,4.0,1
Father Brown,Gilbert Keith Chesterton,1937,4.0,15
The Mote in God's Eye,Larry Niven,1974,4.0,5
Die Wand,Marlen Haushofer,1963,5.0,1
Maus I,Art Spiegelman,1986,5.0,1
The signature of all things,Elizabeth Gilbert,2001,4.0,2
The Princess Bride,William Goldman,1973,4.27,1
Vacation Under the Volcano,Mary Pope Osborne,1989,5.0,28
Sideways Stories from Wayside School,Louis Sachar,1978,4.0,6
Stick Man,Julia Donaldson,2001,5.0,14
How Do Dinosaurs Say Good Night?,Jane Yolen,2000,5.0,4
The Unfinished Clue,Georgette Heyer,1934,4.0,23
Tether's End,Margery Allingham,1958,5.0,14
NEVER GO BACK,Lee Child,2013,4.0,24
Sharp Objects,Gillian Flynn,2006,4.01,3
Artemis,Andy Weir,2017,5.0,3
All the King's Men,Robert Penn Warren,1946,4.09,1
Atlantis Found,Clive Cussler,1999,4.0,35
Socks,Beverly Cleary,1911,5.0,24
The Ninja,Eric Van Lustbader,1980,5.0,3
The hermit of Eyton Forest,Edith Pargeter,1987,4.0,14
The Leper of Saint Giles,Edith Pargeter,1981,5.0,14
Tintin et les Picaros,Hergé,1976,4.0,20
"Mister Monday (The Keys to the Kingdom, Book 1)",Garth Nix,2003,4.0,5
A Summer Bird-Cage,Margaret Drabble,1962,5.0,2
Vampire Breath,Robert Lawrence Stine,1996,4.0,33
A Man in Full,Tom Wolfe,1998,5.0,3
Red Prophet,Orson Scott Card,1988,4.0,16
Merrick,Anne Rice,2000,5.0,23
While my pretty one sleeps,Mary Higgins Clark,1989,5.0,20
Marvel Masterworks,Marvel Comics,2007,5.0,1
Another view,Rosamunde Pilcher,1968,4.0,12
The Nursing Home Murder,Ngaio Marsh,1935,5.0,22
Alice's Adventures in Wonderland / Through the Looking-Glass / The Hunting of the Snark,Lewis Carroll,1924,5.0,7
The Vampire Armand,Anne Rice,1998,5.0,23
The Rose and the Yew Tree,Agatha Christie,1948,4.0,85
Rogue Male,Geoffrey Household,1939,5.0,1
Welcome to Camp Nightmare,Robert Lawrence Stine,1993,5.0,33
El Palacio de la Medianoche,Carlos Ruiz Zafón,1994,5.0,8
